"","X","acc","accuracy","average_response_time","avg_rt","background","basic","bidi","block","canvas_backend","clock_backend","color_backend","compensation","coordinates","correct","correct_Instructions","correct_Respond","correct_Respond0","correct_end_of_practice","correct_response","count_Blank","count_Blank0","count_Cue","count_Cue0","count_Experiment","count_Feedback","count_Feedback0","count_Fix","count_Fix0","count_Instructions","count_Logg","count_Respond","count_Respond0","count_Show","count_Show0","count_end_of_experiment","count_end_of_practice","count_experimental_loop","count_experimental_trials","count_new_sketchpad","count_new_sketchpad_1","count_new_sketchpad_2","count_new_sketchpad_3","count_new_sketchpad_4","count_practice_loop","count_practice_trials","count_read_table","count_trial_list","cue","datetime","description","disable_garbage_collection","experiment_file","experiment_path","font_bold","font_family","font_italic","font_size","font_underline","foreground","form_clicks","fullscreen","height","image","imagename","imgID","imgName","keyboard_backend","live_row","live_row_experimental_loop","live_row_practice_loop","logfile","match","matching","mouse_backend","movable","num","opensesame_codename","opensesame_version","practice","repeat_cycle","response","response_Instructions","response_Respond","response_Respond0","response_end_of_experiment","response_end_of_practice","response_new_sketchpad","response_new_sketchpad_1","response_new_sketchpad_2","response_new_sketchpad_3","response_new_sketchpad_4","response_time","response_time_Instructions","response_time_Respond","response_time_Respond0","response_time_end_of_experiment","response_time_end_of_practice","response_time_new_sketchpad","response_time_new_sketchpad_1","response_time_new_sketchpad_2","response_time_new_sketchpad_3","response_time_new_sketchpad_4","rotation","round_decimals","sampler_backend","sound_buf_size","sound_channels","sound_freq","sound_sample_size","start","sub","subject_nr","subject_parity","subordinate","superordinate","time_Blank","time_Blank0","time_Cue","time_Cue0","time_Experiment","time_Feedback","time_Feedback0","time_Fix","time_Fix0","time_Instructions","time_Logg","time_Respond","time_Respond0","time_Show","time_Show0","time_end_of_experiment","time_end_of_practice","time_experimental_loop","time_experimental_trials","time_new_sketchpad","time_new_sketchpad_1","time_new_sketchpad_2","time_new_sketchpad_3","time_new_sketchpad_4","time_practice_loop","time_practice_trials","time_read_table","time_trial_list","title","total_correct","total_response_time","total_responses","trial","trialNum","uniform_coordinates","width"
"11",11,100,100,780.214285714,780.214285714,"#7d7d7d","Tisch","no",1,"legacy","legacy","legacy",0,"uniform",1,"undefined",1,1,0,"c",10,2,10,2,0,10,2,10,2,0,10,10,2,10,2,0,0,0,10,NA,NA,NA,NA,NA,0,2,0,10,"Tisch","03/24/18 18:20:44","The main experiment item","yes","ViewpointInvarianceExp1.osexp","C:\Users\Admin\Desktop\ViewpointInvarianceExp1_Kallmayer","no","mono","no",18,"no","white","no","yes",768,"Hammer","077_Tisch_Rundtisch",77,"077_Tisch_Rundtisch_300","legacy",10,10,2,"C:/Users/Admin/Desktop/ViewpointInvarianceExp1_Kallmayer/Rohdaten/12.csv","match","mismatch","legacy",0,77,"Jazzy James","3.1.6","no",0,"c","space","c","m",NA,"space",NA,NA,NA,NA,NA,803,104487,803,651,NA,63087,NA,NA,NA,NA,NA,300,2,"legacy",1024,2,48000,-16,"Experiment",12,12,"even","Rundtisch","Moebel",215073,114809,213572,113308,1464,NA,NA,213071,112807,1466,216377,215574,115310,215574,115310,NA,115970,179057,213070,NA,NA,NA,NA,NA,105954,112806,1465,213070,"ViewpointInvarianceExp1",14,10923,14,10,11,"yes",1024
"12",12,100,100,762.866666667,762.866666667,"#7d7d7d","Auto","no",1,"legacy","legacy","legacy",0,"uniform",1,"undefined",1,1,0,"m",11,2,11,2,0,11,2,11,2,0,11,11,2,11,2,0,0,0,11,NA,NA,NA,NA,NA,0,2,0,11,"Baum","03/24/18 18:20:44","The main experiment item","yes","ViewpointInvarianceExp1.osexp","C:\Users\Admin\Desktop\ViewpointInvarianceExp1_Kallmayer","no","mono","no",18,"no","white","no","yes",768,"Hammer","098_Auto_Van",98,"098_Auto_Van_240","legacy",11,11,2,"C:/Users/Admin/Desktop/ViewpointInvarianceExp1_Kallmayer/Rohdaten/12.csv","mismatch","mismatch","legacy",0,98,"Jazzy James","3.1.6","no",0,"m","space","m","m",NA,"space",NA,NA,NA,NA,NA,520,104487,520,651,NA,63087,NA,NA,NA,NA,NA,240,2,"legacy",1024,2,48000,-16,"Experiment",12,12,"even","Van","Fahrzeug",218500,114809,216999,113308,1464,NA,NA,216498,112807,1466,219521,219001,115310,219001,115310,NA,115970,179057,216497,NA,NA,NA,NA,NA,105954,112806,1465,216497,"ViewpointInvarianceExp1",15,11443,15,11,12,"yes",1024
"13",13,100,100,779.625,779.625,"#7d7d7d","Sessel","no",1,"legacy","legacy","legacy",0,"uniform",1,"undefined",1,1,0,"m",12,2,12,2,0,12,2,12,2,0,12,12,2,12,2,0,0,0,12,NA,NA,NA,NA,NA,0,2,0,12,"Flugzeug","03/24/18 18:20:44","The main experiment item","yes","ViewpointInvarianceExp1.osexp","C:\Users\Admin\Desktop\ViewpointInvarianceExp1_Kallmayer","no","mono","no",18,"no","white","no","yes",768,"Hammer","072_Sessel_Ledersessel",72,"072_Sessel_Ledersessel_180","legacy",12,12,2,"C:/Users/Admin/Desktop/ViewpointInvarianceExp1_Kallmayer/Rohdaten/12.csv","mismatch","mismatch","legacy",0,72,"Jazzy James","3.1.6","no",0,"m","space","m","m",NA,"space",NA,NA,NA,NA,NA,1031,104487,1031,651,NA,63087,NA,NA,NA,NA,NA,180,2,"legacy",1024,2,48000,-16,"Experiment",12,12,"even","Ledersessel","Moebel",221629,114809,220128,113308,1464,NA,NA,219627,112807,1466,223161,222130,115310,222130,115310,NA,115970,179057,219625,NA,NA,NA,NA,NA,105954,112806,1465,219625,"ViewpointInvarianceExp1",16,12474,16,12,13,"yes",1024
"14",14,100,100,761,761,"#7d7d7d","Lampe","no",1,"legacy","legacy","legacy",0,"uniform",1,"undefined",1,1,0,"m",13,2,13,2,0,13,2,13,2,0,13,13,2,13,2,0,0,0,13,NA,NA,NA,NA,NA,0,2,0,13,"Regal","03/24/18 18:20:44","The main experiment item","yes","ViewpointInvarianceExp1.osexp","C:\Users\Admin\Desktop\ViewpointInvarianceExp1_Kallmayer","no","mono","no",18,"no","white","no","yes",768,"Hammer","041_Lampe_Schreibtischlampe",41,"041_Lampe_Schreibtischlampe_240","legacy",13,13,2,"C:/Users/Admin/Desktop/ViewpointInvarianceExp1_Kallmayer/Rohdaten/12.csv","mismatch","mismatch","legacy",1,41,"Jazzy James","3.1.6","no",0,"m","space","m","m",NA,"space",NA,NA,NA,NA,NA,463,104487,463,651,NA,63087,NA,NA,NA,NA,NA,240,2,"legacy",1024,2,48000,-16,"Experiment",12,12,"even","Schreibtischlampe","Geraet",225301,114809,223800,113308,1464,NA,NA,223299,112807,1466,226265,225802,115310,225802,115310,NA,115970,179057,223298,NA,NA,NA,NA,NA,105954,112806,1465,223298,"ViewpointInvarianceExp1",17,12937,17,13,14,"yes",1024
"15",15,100,100,747.777777778,747.777777778,"#7d7d7d","Bildschirm","no",1,"legacy","legacy","legacy",0,"uniform",1,"undefined",1,1,0,"c",14,2,14,2,0,14,2,14,2,0,14,14,2,14,2,0,0,0,14,NA,NA,NA,NA,NA,0,2,0,14,"Bildschirm","03/24/18 18:20:44","The main experiment item","yes","ViewpointInvarianceExp1.osexp","C:\Users\Admin\Desktop\ViewpointInvarianceExp1_Kallmayer","no","mono","no",18,"no","white","no","yes",768,"Hammer","008_Bildschirm_Desktop",8,"008_Bildschirm_Desktop_120","legacy",14,14,2,"C:/Users/Admin/Desktop/ViewpointInvarianceExp1_Kallmayer/Rohdaten/12.csv","match","mismatch","legacy",0,8,"Jazzy James","3.1.6","no",0,"c","space","c","m",NA,"space",NA,NA,NA,NA,NA,523,104487,523,651,NA,63087,NA,NA,NA,NA,NA,120,2,"legacy",1024,2,48000,-16,"Experiment",12,12,"even","Desktop","Geraet",228400,114809,226899,113308,1464,NA,NA,226398,112807,1466,229425,228901,115310,228901,115310,NA,115970,179057,226396,NA,NA,NA,NA,NA,105954,112806,1465,226396,"ViewpointInvarianceExp1",18,13460,18,14,15,"yes",1024
"16",16,100,100,729.526315789,729.526315789,"#7d7d7d","Kamera","no",1,"legacy","legacy","legacy",0,"uniform",1,"undefined",1,1,0,"m",15,2,15,2,0,15,2,15,2,0,15,15,2,15,2,0,0,0,15,NA,NA,NA,NA,NA,0,2,0,15,"Tisch","03/24/18 18:20:44","The main experiment item","yes","ViewpointInvarianceExp1.osexp","C:\Users\Admin\Desktop\ViewpointInvarianceExp1_Kallmayer","no","mono","no",18,"no","white","no","yes",768,"Hammer","026_Kamera_Digitalkamera",26,"026_Kamera_Digitalkamera_0","legacy",15,15,2,"C:/Users/Admin/Desktop/ViewpointInvarianceExp1_Kallmayer/Rohdaten/12.csv","mismatch","mismatch","legacy",1,26,"Jazzy James","3.1.6","no",0,"m","space","m","m",NA,"space",NA,NA,NA,NA,NA,401,104487,401,651,NA,63087,NA,NA,NA,NA,NA,0,2,"legacy",1024,2,48000,-16,"Experiment",12,12,"even","Digitalkamera","Geraet",231539,114809,230038,113308,1464,NA,NA,229536,112807,1466,232441,232040,115310,232040,115310,NA,115970,179057,229535,NA,NA,NA,NA,NA,105954,112806,1465,229535,"ViewpointInvarianceExp1",19,13861,19,15,16,"yes",1024
"17",17,95,95,712.25,712.25,"#7d7d7d","Tisch","no",1,"legacy","legacy","legacy",0,"uniform",0,"undefined",0,1,0,"c",16,2,16,2,0,16,2,16,2,0,16,16,2,16,2,0,0,0,16,NA,NA,NA,NA,NA,0,2,0,16,"Tisch","03/24/18 18:20:44","The main experiment item","yes","ViewpointInvarianceExp1.osexp","C:\Users\Admin\Desktop\ViewpointInvarianceExp1_Kallmayer","no","mono","no",18,"no","white","no","yes",768,"Hammer","079_Tisch_Schreibtisch",79,"079_Tisch_Schreibtisch_60","legacy",16,16,2,"C:/Users/Admin/Desktop/ViewpointInvarianceExp1_Kallmayer/Rohdaten/12.csv","match","mismatch","legacy",0,79,"Jazzy James","3.1.6","no",0,"m","space","m","m",NA,"space",NA,NA,NA,NA,NA,384,104487,384,651,NA,63087,NA,NA,NA,NA,NA,60,2,"legacy",1024,2,48000,-16,"Experiment",12,12,"even","Schreibtisch","Moebel",234539,114809,233038,113308,1464,235426,NA,232537,112807,1466,236176,235040,115310,235040,115310,NA,115970,179057,232535,NA,NA,NA,NA,NA,105954,112806,1465,232535,"ViewpointInvarianceExp1",19,14245,20,16,17,"yes",1024
"18",18,95.2380952381,95.2380952381,714.666666667,714.666666667,"#7d7d7d","Klavier","no",1,"legacy","legacy","legacy",0,"uniform",1,"undefined",1,1,0,"c",17,2,17,2,0,17,2,17,2,0,17,17,2,17,2,0,0,0,17,NA,NA,NA,NA,NA,0,2,0,17,"Klavier","03/24/18 18:20:44","The main experiment item","yes","ViewpointInvarianceExp1.osexp","C:\Users\Admin\Desktop\ViewpointInvarianceExp1_Kallmayer","no","mono","no",18,"no","white","no","yes",768,"Hammer","030_Klavier_Keyboard",30,"030_Klavier_Keyboard_240","legacy",17,17,2,"C:/Users/Admin/Desktop/ViewpointInvarianceExp1_Kallmayer/Rohdaten/12.csv","match","mismatch","legacy",0,30,"Jazzy James","3.1.6","no",0,"c","space","c","m",NA,"space",NA,NA,NA,NA,NA,763,104487,763,651,NA,63087,NA,NA,NA,NA,NA,240,2,"legacy",1024,2,48000,-16,"Experiment",12,12,"even","Keyboard","Instrument",238313,114809,236812,113308,1464,235426,NA,236311,112807,1466,239577,238814,115310,238814,115310,NA,115970,179057,236310,NA,NA,NA,NA,NA,105954,112806,1465,236310,"ViewpointInvarianceExp1",20,15008,21,17,18,"yes",1024
"19",19,95.4545454545,95.4545454545,713.818181818,713.818181818,"#7d7d7d","Eimer","no",1,"legacy","legacy","legacy",0,"uniform",1,"undefined",1,1,0,"c",18,2,18,2,0,18,2,18,2,0,18,18,2,18,2,0,0,0,18,NA,NA,NA,NA,NA,0,2,0,18,"Eimer","03/24/18 18:20:44","The main experiment item","yes","ViewpointInvarianceExp1.osexp","C:\Users\Admin\Desktop\ViewpointInvarianceExp1_Kallmayer","no","mono","no",18,"no","white","no","yes",768,"Hammer","099_Eimer_Wassereimer",99,"099_Eimer_Wassereimer_300","legacy",18,18,2,"C:/Users/Admin/Desktop/ViewpointInvarianceExp1_Kallmayer/Rohdaten/12.csv","match","mismatch","legacy",1,99,"Jazzy James","3.1.6","no",0,"c","space","c","m",NA,"space",NA,NA,NA,NA,NA,696,104487,696,651,NA,63087,NA,NA,NA,NA,NA,300,2,"legacy",1024,2,48000,-16,"Experiment",12,12,"even","Wassereimer","Behaelter",241715,114809,240214,113308,1464,235426,NA,239713,112807,1466,242913,242216,115310,242216,115310,NA,115970,179057,239712,NA,NA,NA,NA,NA,105954,112806,1465,239712,"ViewpointInvarianceExp1",21,15704,22,18,19,"yes",1024
"20",20,95.652173913,95.652173913,705.391304348,705.391304348,"#7d7d7d","Lampe","no",1,"legacy","legacy","legacy",0,"uniform",1,"undefined",1,1,0,"m",19,2,19,2,0,19,2,19,2,0,19,19,2,19,2,0,0,0,19,NA,NA,NA,NA,NA,0,2,0,19,"Klavier","03/24/18 18:20:44","The main experiment item","yes","ViewpointInvarianceExp1.osexp","C:\Users\Admin\Desktop\ViewpointInvarianceExp1_Kallmayer","no","mono","no",18,"no","white","no","yes",768,"Hammer","043_Lampe_Strassenlaterne",43,"043_Lampe_Strassenlaterne_240","legacy",19,19,2,"C:/Users/Admin/Desktop/ViewpointInvarianceExp1_Kallmayer/Rohdaten/12.csv","mismatch","mismatch","legacy",0,43,"Jazzy James","3.1.6","no",0,"m","space","m","m",NA,"space",NA,NA,NA,NA,NA,520,104487,520,651,NA,63087,NA,NA,NA,NA,NA,240,2,"legacy",1024,2,48000,-16,"Experiment",12,12,"even","Strassenlaterne","Geraet",245059,114809,243558,113308,1464,235426,NA,243057,112807,1466,246081,245560,115310,245560,115310,NA,115970,179057,243055,NA,NA,NA,NA,NA,105954,112806,1465,243055,"ViewpointInvarianceExp1",22,16224,23,19,20,"yes",1024
